Word,manual_modality
out,Amodal
out,Amodal
out,Amodal
out,Amodal
out,Amodal
out,Amodal
out,Amodal
out,Amodal
out,Amodal
past,Amodal
past,Amodal
probably,Amodal
probably,Amodal
probably,Amodal
really,Amodal
really,Amodal
really,Amodal
really,Amodal
really,Amodal
really,Amodal
really,Amodal
really,Amodal
really,Amodal
really,Amodal
really,Amodal
really,Amodal
really,Amodal
really,Amodal
right,Amodal
right,Amodal
right,Amodal
right,Amodal
right,Amodal
right,Amodal
right,Amodal
right,Amodal
right,Amodal
right,Amodal
right,Amodal
right,Amodal
seven,Amodal
seven,Amodal
seven,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
she,Amodal
should,Amodal
should,Amodal
should,Amodal
should,Amodal
should,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
so,Amodal
some,Amodal
some,Amodal
some,Amodal
some,Amodal
some,Amodal
some,Amodal
some,Amodal
some,Amodal
some,Amodal
somebody,Amodal
someday,Amodal
someone,Amodal
ten,Amodal
than,Amodal
than,Amodal
them,Amodal
them,Amodal
them,Amodal
them,Amodal
them,Amodal
them,Amodal
them,Amodal
them,Amodal
them,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
then,Amodal
there,Amodal
