"","...1","Word","VIHI_ID","group","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor","sampling_type","utt_loc","uttnum","xds","speaker","Modality"
"2967",2967,"well","TD_464_188","TD",0.705882353,0.117647059,0.352941176,2,0.058823529,2,0.85,1.3,2.1,1.7,0.9,1.159994929,0.48507125,0.861769725,2.121320344,0.242535625,1.936491673,1.565247584,1.838191331,2.149663376,2.054520049,1.518309309,2,2.540539947,0.370786517,"Interoceptive",2.1,2.606793133,0.182481752,"Head",2.1,3.243153771,0.168897542,"Head","high-volubility","Word1",13404,"C","FA1","Amodal"
"2968",2968,"looks","VI_005_411","VI",0.588235294,0.058823529,0.235294118,0.647058824,0.117647059,4.294117647,0.7,0.8,4.6,0.7,0.8,1.416810835,0.242535625,0.664211164,1.271867548,0.48507125,1.212678125,1.559352092,1.641565363,0.88257995,1.380312703,1.641565363,4.294117647,4.302944911,0.712871287,"Visual",4.6,4.626781393,0.513157895,"Head",4.6,5.632763573,0.335360556,"Head","random","Word4",29292,"C","FA1","Visual"
"2969",2969,"exciting","VI_047_440","VI",2.619047619,0.523809524,0.571428571,3.619047619,0.523809524,3,0.736842105,1.052631579,2.526315789,1.421052632,0.894736842,1.596126263,1.289148852,1.247855303,1.986861608,1.209092537,1.549193338,1.557851272,1.840099158,2.010207868,1.835325871,1.594948165,3.619047619,4.528049492,0.285087719,"Interoceptive",2.526315789,2.770957792,0.26984127,"Head",3.619047619,4.850446523,0.176984809,"Interoceptive","high-volubility","Word6",43508,"C","FA1","Multimodal"
"2970",2970,"the","TD_445_217","TD",1.055555556,0.111111111,0,0.166666667,0.166666667,0.944444444,0.1,0.1,1,0.85,0.1,1.625973816,0.471404521,0,0.707106781,0.707106781,1.589384721,0.447213595,0.447213595,1.685854461,1.755442664,0.447213595,1.055555556,1.266012567,0.431818182,"Auditory",1,1.173765113,0.418604651,"Head",1.055555556,1.539157705,0.22974607,"Auditory","random","Word7",2376,"C","FA1","Amodal"
"2971",2971,"that","TD_444_402","TD",1.315789474,0.789473684,1.210526316,0.947368421,0.842105263,2.052631579,0.45,0.55,1.5,0.75,0.3,1.765491168,1.474936811,1.685854461,1.682382048,1.462993806,2.013114895,1.099042646,1.099042646,2.115108558,1.332784975,0.732695097,2.052631579,2.446308109,0.176470588,"Visual",1.5,1.598093432,0.338028169,"Head",2.052631579,2.655281665,0.163676579,"Visual","random","Word3",22704,"C","UC1","Amodal"
"2972",2972,"a","VI_005_411","VI",2.214285714,0,0.428571429,0,0,2.428571429,0,0.357142857,1.071428571,0.357142857,0,2.259290952,0,0.937614462,0,0,2.408775166,0,1.33630621,2.129076568,1.33630621,0,2.428571429,2.934084965,0.478873239,"Visual",1.071428571,1.097256009,0.6,"Head",2.428571429,2.984369628,0.354166667,"Visual","high-volubility","Word5",29073,"C","FA1","Amodal"
"2973",2973,"his","VI_005_411","VI",1.444444444,0.222222222,1.027777778,0.833333333,0.75,2.75,0.483870968,1.032258065,2.161290323,1.096774194,0.516129032,2.076321534,0.897969491,1.698505412,1.576614818,1.338976155,2.061552813,1.121634752,1.580798764,2.050963582,1.513381175,1.261506183,2.75,2.958990656,0.359683794,"Visual",2.161290323,2.337129077,0.317073171,"Head",2.75,3.381724794,0.205208409,"Visual","random","Word3",28974,"A","FA1","Amodal"
"2974",2974,"show","TD_449_716","TD",3.133333333,0.066666667,1,1.533333333,0.333333333,4.466666667,1,1.857142857,2.142857143,1.380952381,0.857142857,1.846489591,0.25819889,1.603567451,1.597617273,0.723746864,0.915475416,1.732050808,1.878449208,2.151411497,1.935876816,1.621286967,4.466666667,4.99358783,0.417721519,"Visual",2.142857143,2.737214588,0.177631579,"Head",4.466666667,5.253924276,0.247588424,"Visual","random","Word3",21723,"A","UC1","Multimodal"
"2975",2975,"a","VI_002_336","VI",2.214285714,0,0.428571429,0,0,2.428571429,0,0.357142857,1.071428571,0.357142857,0,2.259290952,0,0.937614462,0,0,2.408775166,0,1.33630621,2.129076568,1.33630621,0,2.428571429,2.934084965,0.478873239,"Visual",1.071428571,1.097256009,0.6,"Head",2.428571429,2.984369628,0.354166667,"Visual","high-volubility","Word2",37079,"C","MA1","Amodal"
"2976",2976,"was","VI_047_440","VI",0.611111111,0.055555556,0.111111111,1.166666667,0.055555556,0.833333333,0.263157895,0.315789474,1.842105263,0.789473684,0.105263158,1.195033295,0.23570226,0.323380833,1.886484437,0.23570226,1.294785924,0.733492806,0.749268649,2.217685427,1.474936811,0.315301768,1.166666667,1.338234278,0.392156863,"Interoceptive",1.842105263,1.893964923,0.523809524,"Head",1.842105263,2.094654009,0.290537328,"Head","high-volubility","Word3",43947,"A","FA7","Amodal"
"2977",2977,"bad","VI_007_204","VI",2.65,1.3,1.1,2.5,1.45,2.7,1.421052632,1.947368421,3.263157895,2.105263158,1.578947368,1.755442664,1.592746717,1.518309309,2.013114895,1.848897253,1.688973528,1.643701428,1.89952287,1.910267732,1.940639552,1.980902978,2.7,3.925587833,0.136752137,"Visual",3.263157895,3.876841769,0.178571429,"Head",3.263157895,4.915414491,0.098254841,"Head","random","Word4",39938,"A","MA1","Amodal"
"2978",2978,"a","TD_445_217","TD",2.214285714,0,0.428571429,0,0,2.428571429,0,0.357142857,1.071428571,0.357142857,0,2.259290952,0,0.937614462,0,0,2.408775166,0,1.33630621,2.129076568,1.33630621,0,2.428571429,2.934084965,0.478873239,"Visual",1.071428571,1.097256009,0.6,"Head",2.428571429,2.984369628,0.354166667,"Visual","random","Word8",3681,"C","UC2","Amodal"
"2979",2979,"feel","VI_015_195","VI",1,1.235294118,4.705882353,2.705882353,0.823529412,1.411764706,3.619047619,4.523809524,3.095238095,2.380952381,3.238095238,1.658312395,1.751050105,0.771743633,1.992633492,1.629236559,1.804813825,1.935876816,1.167006753,2.095346318,2.201730921,1.997617629,4.705882353,5.069464024,0.326732673,"Haptic",4.523809524,6.010013394,0.127118644,"Hand_arm",4.705882353,7.029573981,0.135087719,"Haptic","high-volubility","Word2",44796,"C","FA2","Multimodal"
"2980",2980,"right","VI_047_440","VI",1.541666667,0.125,0.708333333,2.041666667,0.25,2.833333333,1.2,2.5,2.35,1.3,0.7,1.693444308,0.337831962,1.36665783,1.731527766,0.675663925,1.903467469,1.673320053,2.115108558,1.926955603,1.949358869,1.301820588,2.833333333,3.280167822,0.361111111,"Visual",2.5,3.203345297,0.223602484,"Hand_arm",2.833333333,4.084930677,0.174169346,"Visual","random","Word1",43315,"C","FA1","Amodal"
"2981",2981,"a","VI_008_707","VI",2.214285714,0,0.428571429,0,0,2.428571429,0,0.357142857,1.071428571,0.357142857,0,2.259290952,0,0.937614462,0,0,2.408775166,0,1.33630621,2.129076568,1.33630621,0,2.428571429,2.934084965,0.478873239,"Visual",1.071428571,1.097256009,0.6,"Head",2.428571429,2.984369628,0.354166667,"Visual","random","Word7",35095,"C","MA1","Amodal"
"2982",2982,"kind","VI_047_440","VI",2.35,0.15,0.9,2.35,0.05,3.05,0.5,0.95,3.1,2.55,0.85,1.87153188,0.489360485,1.744163199,1.87153188,0.223606798,1.848897253,1,1.234376041,1.83245593,2.089447169,1.308876577,3.05,3.804355002,0.338983051,"Visual",3.1,3.63345549,0.327044025,"Head",3.1,4.687999413,0.181547619,"Head","random","Word6",43969,"A","FA8","Amodal"
"2983",2983,"you","TD_472_829","TD",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","high-volubility","Word1",10022,"C","FA1","Multimodal"
"2984",2984,"ate","VI_014_242","VI",1.4375,3.1875,1.4375,1.3125,0.875,2.625,0,1,1.1,4.6,1.6,1.787689384,2.136000936,1.71148084,1.621470526,1.408308678,2.125245084,0,1.891810606,1.83245593,1.187655807,2.062190966,3.1875,3.900574424,0.212643678,"Gustatory",4.6,4.699094438,0.554216867,"Mouth",4.6,5.463764158,0.239895698,"Mouth","random","Word6",38978,"A","UC1","Amodal"
"2985",2985,"you","VI_001_676","VI",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","random","Word5",42275,"A","UC1","Multimodal"
"2986",2986,"made","VI_005_411","VI",0.789473684,0.263157895,1.526315789,0.263157895,0,2.368421053,0.9,2.25,2.15,0.95,1.25,1.43677677,0.933458638,2.143942916,0.933458638,0,2.216366554,1.682729612,2.048748013,2.058998223,1.571958216,1.650358813,2.368421053,2.589789004,0.454545455,"Visual",2.25,2.918881945,0.18,"Hand_arm",2.368421053,3.482586519,0.186335404,"Visual","high-volubility","Word7",29061,"C","FA1","Amodal"
"2987",2987,"had","TD_447_448","TD",1.1,0.45,0.95,1.1,0.4,2,0.55,1.5,2.05,1,0.6,1.83245593,1.276302225,1.571958216,1.860956178,1.187655807,2.17642875,0.887041208,1.762175689,1.731290969,1.55597321,0.994722918,2,2.268538199,0.266666667,"Visual",2.05,2.373581794,0.263157895,"Head",2.05,2.925848976,0.141025641,"Head","high-volubility","Word3",18339,"A","FA2","Amodal"
"2988",2988,"that","TD_444_402","TD",1.315789474,0.789473684,1.210526316,0.947368421,0.842105263,2.052631579,0.45,0.55,1.5,0.75,0.3,1.765491168,1.474936811,1.685854461,1.682382048,1.462993806,2.013114895,1.099042646,1.099042646,2.115108558,1.332784975,0.732695097,2.052631579,2.446308109,0.176470588,"Visual",1.5,1.598093432,0.338028169,"Head",2.052631579,2.655281665,0.163676579,"Visual","random","Word8",22322,"A","FA1","Amodal"
"2989",2989,"if","VI_047_440","VI",1.529411765,0,0.117647059,0.882352941,0,1.058823529,0.263157895,0.736842105,1,1,0.210526316,1.940285,0,0.332105582,1.691240408,0,1.712840778,0.653376296,1.407997209,1.290994449,1.666666667,0.535303379,1.529411765,1.760140706,0.426229508,"Auditory",1,1.343981135,0.245901639,"Mouth",1.529411765,1.99000825,0.224954463,"Auditory","random","Word7",43649,"A","FA1","Amodal"
"2990",2990,"with","TD_443_341","TD",2.5625,1.1875,2.125,1.4375,1.1875,3.5,0.7,0.7,2.05,0.5,0.5,1.896268265,1.796988221,1.892969449,1.896268265,1.721191448,1.825741858,1.218281793,1.174285897,1.932410548,1.147078669,1,3.5,4.228690551,0.192708333,"Visual",2.05,2.121704234,0.348314607,"Head",3.5,4.399721474,0.182370821,"Visual","high-volubility","Word8",4790,"A","FA1","Multimodal"
"2991",2991,"worth","VI_008_707","VI",1.176470588,0.117647059,1,1.764705882,0.176470588,1.823529412,0.619047619,1,2.380952381,1.285714286,0.80952381,1.550616576,0.48507125,1.802775638,2.107409896,0.52859414,2.007339474,1.465475707,1.549193338,2.060975266,1.764733893,1.631534481,1.823529412,2.421268677,0.281553398,"Visual",2.380952381,2.590823795,0.2890625,"Head",2.380952381,3.161029678,0.186218023,"Head","random","Word5",34849,"A","MA1","Amodal"
"2992",2992,"with","TD_477_217","TD",2.5625,1.1875,2.125,1.4375,1.1875,3.5,0.7,0.7,2.05,0.5,0.5,1.896268265,1.796988221,1.892969449,1.896268265,1.721191448,1.825741858,1.218281793,1.174285897,1.932410548,1.147078669,1,3.5,4.228690551,0.192708333,"Visual",2.05,2.121704234,0.348314607,"Head",3.5,4.399721474,0.182370821,"Visual","random","Word7",11841,"A","FA4","Multimodal"
"2993",2993,"you","TD_464_188","TD",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","high-volubility","Word1",13264,"C","FA2","Multimodal"
"2994",2994,"her","TD_443_341","TD",2.848484848,0.666666667,2.151515152,1.060606061,1.212121212,4.242424242,2.3,2.9,3.05,2.9,2.6,1.839178011,1.534329387,1.839178011,1.712808256,1.672527574,1.275497526,2.202868943,2.174009151,2.163695669,1.970840056,2.036508881,4.242424242,4.830273379,0.293532338,"Visual",3.05,4.745885634,0.054545455,"Head",4.242424242,6.033070592,0.137890739,"Visual","high-volubility","Word11",5266,"C","FA1","Multimodal"
"2995",2995,"second","VI_015_195","VI",0.65,0,0.4,0.4,0,2,1.142857143,1.238095238,1.666666667,0.952380952,0.714285714,1.348488433,0,1.095445115,0.820782682,0,2.271099896,1.956673562,1.921061215,1.906130461,1.657594356,1.488047618,2,2.033004441,0.579710145,"Visual",1.666666667,2.099051824,0.166666667,"Head",2,2.60369722,0.218238504,"Visual","high-volubility","Word2",45181,"C","FA1","Amodal"
"2996",2996,"not","TD_463_254","TD",1.564102564,0.487179487,0.512820513,0.948717949,0.512820513,1.487179487,0.157894737,0.421052632,2.052631579,1.631578947,0.210526316,1.846687957,1.295169058,1.315330554,1.503482238,1.315330554,1.804552647,0.501459857,1.017392608,2.120631044,2.060488785,0.713282504,1.564102564,2.029149067,0.195348837,"Auditory",2.052631579,2.356124267,0.423529412,"Head",2.052631579,2.7778229,0.18972973,"Head","random","Word7",738,"C","FA1","Amodal"
"2997",2997,"that","VI_013_206","VI",1.315789474,0.789473684,1.210526316,0.947368421,0.842105263,2.052631579,0.45,0.55,1.5,0.75,0.3,1.765491168,1.474936811,1.685854461,1.682382048,1.462993806,2.013114895,1.099042646,1.099042646,2.115108558,1.332784975,0.732695097,2.052631579,2.446308109,0.176470588,"Visual",1.5,1.598093432,0.338028169,"Head",2.052631579,2.655281665,0.163676579,"Visual","high-volubility","Word4",25702,"A","FC1","Amodal"
"2998",2998,"the","VI_037_868","VI",1.055555556,0.111111111,0,0.166666667,0.166666667,0.944444444,0.1,0.1,1,0.85,0.1,1.625973816,0.471404521,0,0.707106781,0.707106781,1.589384721,0.447213595,0.447213595,1.685854461,1.755442664,0.447213595,1.055555556,1.266012567,0.431818182,"Auditory",1,1.173765113,0.418604651,"Head",1.055555556,1.539157705,0.22974607,"Auditory","high-volubility","Word4",39342,"C","FA1","Amodal"
"2999",2999,"her","VI_013_206","VI",2.848484848,0.666666667,2.151515152,1.060606061,1.212121212,4.242424242,2.3,2.9,3.05,2.9,2.6,1.839178011,1.534329387,1.839178011,1.712808256,1.672527574,1.275497526,2.202868943,2.174009151,2.163695669,1.970840056,2.036508881,4.242424242,4.830273379,0.293532338,"Visual",3.05,4.745885634,0.054545455,"Head",4.242424242,6.033070592,0.137890739,"Visual","high-volubility","Word3",26335,"C","FA1","Multimodal"
"3000",3000,"what","VI_047_440","VI",1.681818182,0.636363636,0.681818182,1.181818182,0.636363636,1.363636364,0.19047619,0.523809524,2.428571429,2.047619048,0.238095238,2.03274067,1.648822222,1.644221154,1.735795787,1.648822222,1.677454266,0.511766316,0.92838826,2.20389266,2.224324403,0.538958431,1.681818182,2.138207114,0.169117647,"Auditory",2.428571429,2.846867855,0.412280702,"Head",2.428571429,3.202622162,0.192766592,"Head","high-volubility","Word1",43519,"C","FA1","Amodal"
"3001",3001,"like","TD_463_254","TD",1.666666667,1.285714286,1.476190476,3.142857143,1.476190476,1.857142857,1.105263158,1.684210526,3.789473684,2.894736842,1.473684211,1.906130461,1.901127485,1.88730092,1.956673562,1.9136104,2.007130147,1.997073883,2.001461454,1.750522061,2.078854835,2.143942916,3.142857143,3.699625483,0.170305677,"Interoceptive",3.789473684,4.447989658,0.245192308,"Head",3.789473684,5.175617727,0.122835188,"Head",NA,"Word30",1089,"B","FA1","Amodal"
"3002",3002,"kind","VI_012_562","VI",2.35,0.15,0.9,2.35,0.05,3.05,0.5,0.95,3.1,2.55,0.85,1.87153188,0.489360485,1.744163199,1.87153188,0.223606798,1.848897253,1,1.234376041,1.83245593,2.089447169,1.308876577,3.05,3.804355002,0.338983051,"Visual",3.1,3.63345549,0.327044025,"Head",3.1,4.687999413,0.181547619,"Head","high-volubility","Word2",24037,"A","FA1","Amodal"
"3003",3003,"so","TD_465_541","TD",1.647058824,0.176470588,0.176470588,0.588235294,0.176470588,0.941176471,0.055555556,0.277777778,1.166666667,0.944444444,0.055555556,1.800735144,0.727606875,0.727606875,1.416810835,0.727606875,1.819017188,0.23570226,0.751903902,1.823054967,1.589384721,0.23570226,1.647058824,1.767511876,0.396825397,"Auditory",1.166666667,1.3484959,0.444444444,"Head",1.647058824,1.997834424,0.256450764,"Auditory","high-volubility","Word3",12782,"C","FA1","Amodal"
"3004",3004,"put","TD_474_966","TD",0.941176471,0.470588235,2.470588235,0.294117647,0.470588235,3.176470588,1.1,4.05,1.55,0.55,0.85,1.29762226,0.943242218,1.662740474,0.771743633,1.124591429,1.42457424,1.552586975,1.538112309,1.731290969,1.538112309,1.460893742,3.176470588,3.63923257,0.368421053,"Visual",4.05,4.165274913,0.432098765,"Hand_arm",4.05,4.938767115,0.235869967,"Hand_arm","random","Word1",14690,"C","FA1","Amodal"
"3005",3005,"but","TD_444_402","TD",1.428571429,0.238095238,0.238095238,0.619047619,0.238095238,0.761904762,0.285714286,0.047619048,1,1.238095238,0.047619048,2.063284483,1.091089451,1.091089451,1.283596139,1.091089451,1.670471847,1.10194633,0.21821789,1.549193338,1.513431925,0.21821789,1.428571429,1.537634606,0.337837838,"Auditory",1.238095238,1.429540788,0.454545455,"Mouth",1.428571429,1.87168077,0.224806202,"Auditory","high-volubility","Word8",22230,"A","FA2","Amodal"
"3006",3006,"need","VI_047_440","VI",1.947368421,0.368421053,0.894736842,3.263157895,0.473684211,2.210526316,0.722222222,1.333333333,3.333333333,1.777777778,1.333333333,1.870047064,0.895080773,1.523692038,1.661395172,0.841191024,2.016017729,1.319784098,1.909727421,1.970368732,2.157219222,1.782265577,3.263157895,3.775226718,0.316091954,"Interoceptive",3.333333333,3.628506904,0.307189542,"Head",3.333333333,4.66589084,0.167908594,"Head","random","Word2",43968,"A","FA8","Amodal"
"3007",3007,"was","TD_473_844","TD",0.611111111,0.055555556,0.111111111,1.166666667,0.055555556,0.833333333,0.263157895,0.315789474,1.842105263,0.789473684,0.105263158,1.195033295,0.23570226,0.323380833,1.886484437,0.23570226,1.294785924,0.733492806,0.749268649,2.217685427,1.474936811,0.315301768,1.166666667,1.338234278,0.392156863,"Interoceptive",1.842105263,1.893964923,0.523809524,"Head",1.842105263,2.094654009,0.290537328,"Head","random","Word2",21057,"A","MA3","Amodal"
"3008",3008,"the","TD_444_402","TD",1.055555556,0.111111111,0,0.166666667,0.166666667,0.944444444,0.1,0.1,1,0.85,0.1,1.625973816,0.471404521,0,0.707106781,0.707106781,1.589384721,0.447213595,0.447213595,1.685854461,1.755442664,0.447213595,1.055555556,1.266012567,0.431818182,"Auditory",1,1.173765113,0.418604651,"Head",1.055555556,1.539157705,0.22974607,"Auditory","high-volubility","Word4",22492,"A","FA1","Amodal"
"3009",3009,"his","VI_007_204","VI",1.444444444,0.222222222,1.027777778,0.833333333,0.75,2.75,0.483870968,1.032258065,2.161290323,1.096774194,0.516129032,2.076321534,0.897969491,1.698505412,1.576614818,1.338976155,2.061552813,1.121634752,1.580798764,2.050963582,1.513381175,1.261506183,2.75,2.958990656,0.359683794,"Visual",2.161290323,2.337129077,0.317073171,"Head",2.75,3.381724794,0.205208409,"Visual","random","Word8",40018,"C","FA1","Amodal"
"3010",3010,"pee","TD_449_716","TD",2.058823529,0.411764706,1.470588235,3.029411765,2.794117647,3.205882353,1,0.96969697,0.545454545,0,3.454545455,1.757083956,1.157783856,1.910660589,1.992186162,1.771481348,1.75429191,1.620185175,1.610218318,1.348399725,0,2.032407887,3.205882353,4.555556616,0.215419501,"Visual",3.454545455,3.511533318,0.578680203,"Torso",3.454545455,5.165678201,0.182391417,"Torso","random","Word5",21658,"B","FA1","Amodal"
"3011",3011,"till","TD_436_678","TD",0.875,0,1.0625,0.3125,0.375,2,0.9,1.5,1.1,0.45,0.95,1.087811258,0,1.87860764,0.793200269,1.258305739,2.033060091,1.252366182,1.905670209,1.447320573,0.944513241,1.468081455,2,2.151027936,0.432432432,"Visual",1.5,1.855038614,0.214285714,"Hand_arm",2,2.537366021,0.209973753,"Visual","random","Word3",8227,"C","FA5","Amodal"
"3012",3012,"we","VI_015_195","VI",2.388888889,0.333333333,1.666666667,1.666666667,0.5,4.055555556,1.157894737,1.368421053,2,1.842105263,1.157894737,1.786843714,1.188177052,1.970368732,1.940285,1.200490096,1.211329956,1.740471133,1.832136771,2.02758751,2.088677356,1.740471133,4.055555556,4.477385455,0.35078534,"Visual",2,2.710712342,0.111888112,"Head",4.055555556,4.786714836,0.205223279,"Visual","random","Word1",45217,"C","FA1","Multimodal"
