"","...1","Word","VIHI_ID","group","Auditory.mean","Gustatory.mean","Haptic.mean","Interoceptive.mean","Olfactory.mean","Visual.mean","Foot_leg.mean","Hand_arm.mean","Head.mean","Mouth.mean","Torso.mean","Auditory.SD","Gustatory.SD","Haptic.SD","Interoceptive.SD","Olfactory.SD","Visual.SD","Foot_leg.SD","Hand_arm.SD","Head.SD","Mouth.SD","Torso.SD","Max_strength.perceptual","Minkowski3.perceptual","Exclusivity.perceptual","Dominant.perceptual","Max_strength.action","Minkowski3.action","Exclusivity.action","Dominant.action","Max_strength.sensorimotor","Minkowski3.sensorimotor","Exclusivity.sensorimotor","Dominant.sensorimotor","sampling_type","utt_loc","uttnum","xds","speaker","Modality"
"1683",1683,"went","VI_018_924","VI",1.166666667,0.111111111,0.555555556,0.944444444,0.055555556,3.888888889,1.8,1.15,1.4,0.75,1.15,1.617914416,0.323380833,0.783823376,1.392087819,0.23570226,1.231397527,2.015727634,1.814415956,1.984147702,1.618153594,1.725200217,3.888888889,3.945443405,0.570247934,"Visual",1.8,2.291945678,0.168,"Foot_leg",3.888888889,4.188032127,0.295503212,"Visual","random","Word2",44629,"A","MC1","Visual"
"1684",1684,"you","VI_003_405","VI",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","high-volubility","Word14",33937,"C","FA1","Multimodal"
"1685",1685,"turn","VI_005_411","VI",0.444444444,0.222222222,0.5,1.277777778,0.166666667,3.888888889,2.55,2.5,2.1,0.5,2.05,0.921777198,0.942809042,0.985184366,1.994272846,0.707106781,1.604731566,2.235479461,1.933091334,2.074912807,1.235441536,1.986136159,3.888888889,3.939250513,0.572649573,"Visual",2.55,3.689120709,0.211340206,"Foot_leg",3.888888889,4.810733884,0.229766804,"Visual","random","Word1",29670,"C","FA1","Visual"
"1686",1686,"no","TD_464_188","TD",4.222222222,0,0.166666667,1.444444444,0,1.944444444,0.35,1.35,3.6,4.05,0.35,1.352799083,0,0.514495755,1.916560099,0,1.830211245,0.74515982,1.386969434,1.602629418,1.431782106,0.74515982,4.222222222,4.407841743,0.542857143,"Auditory",4.05,4.871839723,0.381443299,"Mouth",4.222222222,5.860412077,0.241576605,"Auditory","random","Word1",13324,"C","FA1","Auditory"
"1687",1687,"said","VI_015_195","VI",4.555555556,0,0.055555556,0.111111111,0,0.777777778,0.1,0.5,2.2,4.9,0.3,1.247219129,0,0.23570226,0.323380833,0,1.003262651,0.447213595,1.147078669,2.015727634,0.307793506,0.571240571,4.555555556,4.563124988,0.828282828,"Auditory",4.9,5.045583172,0.6,"Mouth",4.9,6.068328987,0.362962963,"Mouth","high-volubility","Word4",45181,"C","FA1","Auditory"
"1688",1688,"yeah","TD_467_433","TD",3.266666667,0.266666667,0.6,1.333333333,0.333333333,1.6,0.470588235,1.705882353,2.117647059,3.058823529,0.176470588,1.830950833,0.798808637,1.242118007,1.67616342,0.816496581,1.992844342,1.124591429,1.686887144,2.027386031,1.951620744,0.52859414,3.266666667,3.464882382,0.405405405,"Auditory",3.058823529,3.508547932,0.3828125,"Mouth",3.266666667,4.393158059,0.206987129,"Auditory","high-volubility","Word2",16744,"A","FA2","Amodal"
"1689",1689,"back","VI_002_336","VI",0.40625,0.0625,1.96875,1.34375,0.15625,2.78125,1.03125,1.1875,1.53125,0.625,2.96875,0.97911662,0.245934688,2.023799923,1.638437001,0.574140311,1.929973675,1.616135873,1.767766953,1.900498661,1.361924634,2.221368003,2.78125,3.162926388,0.404651163,"Visual",2.96875,3.200090573,0.319148936,"Torso",2.96875,4.008586241,0.206666667,"Torso","high-volubility","Word3",37170,"A","MA1","Amodal"
"1690",1690,"the","VI_014_242","VI",1.055555556,0.111111111,0,0.166666667,0.166666667,0.944444444,0.1,0.1,1,0.85,0.1,1.625973816,0.471404521,0,0.707106781,0.707106781,1.589384721,0.447213595,0.447213595,1.685854461,1.755442664,0.447213595,1.055555556,1.266012567,0.431818182,"Auditory",1,1.173765113,0.418604651,"Head",1.055555556,1.539157705,0.22974607,"Auditory","random","Word8",38732,"C","FA1","Amodal"
"1691",1691,"to","TD_464_188","TD",1.1875,0,0.1875,0.5,0.25,1.1875,1.421052632,1.421052632,1.842105263,1.736842105,0.684210526,1.905037182,0,0.75,0.894427191,1,1.939716474,2.036221705,2.008752777,2.242596657,2.18179603,1.66842013,1.1875,1.517764762,0.358490566,"Auditory",1.842105263,2.598714078,0.162962963,"Head",1.842105263,2.760949066,0.176823492,"Head","high-volubility","Word4",13499,"C","FA1","Amodal"
"1692",1692,"the","VI_008_707","VI",1.055555556,0.111111111,0,0.166666667,0.166666667,0.944444444,0.1,0.1,1,0.85,0.1,1.625973816,0.471404521,0,0.707106781,0.707106781,1.589384721,0.447213595,0.447213595,1.685854461,1.755442664,0.447213595,1.055555556,1.266012567,0.431818182,"Auditory",1,1.173765113,0.418604651,"Head",1.055555556,1.539157705,0.22974607,"Auditory","random","Word3",36165,"C","FA1","Amodal"
"1693",1693,"a","TD_467_433","TD",2.214285714,0,0.428571429,0,0,2.428571429,0,0.357142857,1.071428571,0.357142857,0,2.259290952,0,0.937614462,0,0,2.408775166,0,1.33630621,2.129076568,1.33630621,0,2.428571429,2.934084965,0.478873239,"Visual",1.071428571,1.097256009,0.6,"Head",2.428571429,2.984369628,0.354166667,"Visual","high-volubility","Word7",16782,"A","FA2","Amodal"
"1694",1694,"often","VI_005_411","VI",0.681818182,0.136363636,0.409090909,1.681818182,0.136363636,1.227272727,0.894736842,1.105263158,2.368421053,1.105263158,0.684210526,1.210523839,0.351250087,1.05375026,1.585240364,0.351250087,1.601541465,1.523692038,1.791794161,2.113725682,1.523692038,1.204280863,1.681818182,1.912571812,0.361702128,"Interoceptive",2.368421053,2.572413074,0.273504274,"Head",2.368421053,2.885240421,0.213990826,"Head","random","Word5",29280,"C","FA1","Amodal"
"1695",1695,"you","TD_474_966","TD",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","high-volubility","Word2",14672,"C","FA1","Multimodal"
"1696",1696,"which","TD_436_678","TD",0.75,0.5625,0.5625,0.4375,0.5,1.0625,0.333333333,1.055555556,1.166666667,0.888888889,0.277777778,1.570562532,1.547847968,1.547847968,1.31497782,1.414213562,1.87860764,1.188177052,1.830211245,1.917412472,1.711170528,1.178511302,1.0625,1.297833701,0.161290323,"Visual",1.166666667,1.521881158,0.23880597,"Head",1.166666667,1.787453698,0.117001828,"Head","random","Word3",6970,"C","MA1","Amodal"
"1697",1697,"probably","VI_047_440","VI",1.157894737,0.210526316,0.684210526,1.368421053,0.368421053,1.105263158,0.15,0.3,2.3,0.85,0.05,1.740471133,0.630603535,1.376494403,1.673669499,1.211542924,1.760515608,0.489360485,0.801314709,1.688973528,1.496487115,0.223606798,1.368421053,1.801308673,0.23655914,"Interoceptive",2.3,2.339922137,0.616438356,"Head",2.3,2.652216233,0.263319988,"Head","random","Word1",43979,"A","FA8","Amodal"
"1698",1698,"he","VI_012_562","VI",3.166666667,0.555555556,1.944444444,1.388888889,1.222222222,3.722222222,0.476190476,0.761904762,2,1.333333333,0.619047619,1.617914416,1.293523334,1.830211245,1.719743103,1.395604678,1.708303443,1.249761882,1.374945886,2.121320344,1.852925615,1.395571226,3.722222222,4.56856177,0.263888889,"Visual",2,2.234568735,0.293577982,"Head",3.722222222,4.740227751,0.188827331,"Visual","high-volubility","Word12",23836,"C","FA1","Multimodal"
"1699",1699,"not","TD_448_304","TD",1.564102564,0.487179487,0.512820513,0.948717949,0.512820513,1.487179487,0.157894737,0.421052632,2.052631579,1.631578947,0.210526316,1.846687957,1.295169058,1.315330554,1.503482238,1.315330554,1.804552647,0.501459857,1.017392608,2.120631044,2.060488785,0.713282504,1.564102564,2.029149067,0.195348837,"Auditory",2.052631579,2.356124267,0.423529412,"Head",2.052631579,2.7778229,0.18972973,"Head","high-volubility","Word2",15439,"C","MA1","Amodal"
"1700",1700,"cut","TD_436_678","TD",0.95,0.05,3.45,2.15,0.1,3.25,1.263157895,4.210526316,1.842105263,1.052631579,1.315789474,1.276302225,0.223606798,1.820208201,2.134306247,0.307793506,1.773340588,1.726978906,1.272746259,1.92247404,1.580213917,1.66842013,3.45,4.417229706,0.341708543,"Haptic",4.210526316,4.420107607,0.326086957,"Hand_arm",4.210526316,5.567174243,0.21190189,"Hand_arm","high-volubility","Word3",8730,"C","MC1","Amodal"
"1701",1701,"we","VI_012_562","VI",2.388888889,0.333333333,1.666666667,1.666666667,0.5,4.055555556,1.157894737,1.368421053,2,1.842105263,1.157894737,1.786843714,1.188177052,1.970368732,1.940285,1.200490096,1.211329956,1.740471133,1.832136771,2.02758751,2.088677356,1.740471133,4.055555556,4.477385455,0.35078534,"Visual",2,2.710712342,0.111888112,"Head",4.055555556,4.786714836,0.205223279,"Visual","high-volubility","Word2",23803,"C","FA1","Multimodal"
"1702",1702,"he","VI_037_868","VI",3.166666667,0.555555556,1.944444444,1.388888889,1.222222222,3.722222222,0.476190476,0.761904762,2,1.333333333,0.619047619,1.617914416,1.293523334,1.830211245,1.719743103,1.395604678,1.708303443,1.249761882,1.374945886,2.121320344,1.852925615,1.395571226,3.722222222,4.56856177,0.263888889,"Visual",2,2.234568735,0.293577982,"Head",3.722222222,4.740227751,0.188827331,"Visual","high-volubility","Word1",39342,"C","FA1","Multimodal"
"1703",1703,"where","TD_449_716","TD",1.842105263,0.263157895,0.842105263,0.842105263,1,2.947368421,1.45,1.15,2.5,1.55,0.75,1.92247404,0.805681579,1.537066394,1.740471133,1.374368542,2.172394588,1.959457497,1.598519051,2.282657731,2.089447169,1.409553867,2.947368421,3.241745077,0.346938776,"Visual",2.5,2.898066488,0.236486486,"Head",2.947368421,3.879920043,0.177329624,"Visual","random","Word7",21392,"C","FA2","Amodal"
"1704",1704,"these","TD_474_966","TD",1.823529412,1.294117647,1.941176471,0.588235294,1.294117647,3.294117647,0.470588235,1.176470588,2.117647059,1.058823529,0.470588235,2.038237416,2.023755972,2.164214298,1.371988681,2.023755972,2.114376559,0.943242218,1.550616576,1.932690901,1.434860108,0.943242218,3.294117647,3.771853761,0.264367816,"Visual",2.117647059,2.322047118,0.311111111,"Head",3.294117647,4.044950598,0.181818182,"Visual","high-volubility","Word3",14599,"C","FA1","Amodal"
"1705",1705,"you","VI_013_206","VI",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","random","Word2",26560,"C","FA1","Multimodal"
"1706",1706,"what","VI_001_676","VI",1.681818182,0.636363636,0.681818182,1.181818182,0.636363636,1.363636364,0.19047619,0.523809524,2.428571429,2.047619048,0.238095238,2.03274067,1.648822222,1.644221154,1.735795787,1.648822222,1.677454266,0.511766316,0.92838826,2.20389266,2.224324403,0.538958431,1.681818182,2.138207114,0.169117647,"Auditory",2.428571429,2.846867855,0.412280702,"Head",2.428571429,3.202622162,0.192766592,"Head",NA,"Word2",41171,"A","FA1","Amodal"
"1707",1707,"then","VI_008_707","VI",0.611111111,0.222222222,0.277777778,1.055555556,0.277777778,0.666666667,0.772727273,0.590909091,1.727272727,1.045454545,0.590909091,1.092158623,0.732084498,0.826442095,1.433720878,0.826442095,1.188177052,1.269863817,0.908116361,1.750695595,1.326552019,1.05375026,1.055555556,1.206093579,0.267857143,"Interoceptive",1.727272727,1.928291774,0.240384615,"Head",1.727272727,2.074246546,0.192010309,"Head","high-volubility-extra","Word2",36639,"A","FA1","Amodal"
"1708",1708,"so","TD_464_188","TD",1.647058824,0.176470588,0.176470588,0.588235294,0.176470588,0.941176471,0.055555556,0.277777778,1.166666667,0.944444444,0.055555556,1.800735144,0.727606875,0.727606875,1.416810835,0.727606875,1.819017188,0.23570226,0.751903902,1.823054967,1.589384721,0.23570226,1.647058824,1.767511876,0.396825397,"Auditory",1.166666667,1.3484959,0.444444444,"Head",1.647058824,1.997834424,0.256450764,"Auditory","high-volubility","Word1",13238,"A","FA2","Amodal"
"1709",1709,"get","TD_467_433","TD",1.470588235,0.647058824,1.529411765,1,0.588235294,2.470588235,1,2.952380952,1.571428571,0.952380952,0.666666667,1.699913493,1.497547014,1.940285,1.732050808,1.416810835,1.940285,1.378404875,1.986861608,1.85933936,1.687488977,1.238278375,2.470588235,2.856678004,0.244274809,"Visual",2.952380952,3.167349842,0.32,"Hand_arm",2.952380952,3.804966247,0.159215242,"Hand_arm","random","Word1",17092,"P","FA1","Amodal"
"1710",1710,"high","VI_002_336","VI",0.944444444,0.166666667,1.111111111,2.444444444,0.722222222,3.166666667,0.666666667,1.333333333,3.238095238,1.571428571,0.761904762,1.551933224,0.707106781,1.450715397,1.854159782,1.363626461,1.790497795,1.390443574,1.825741858,1.813966976,1.85933936,1.48002574,3.166666667,3.658221218,0.350649351,"Visual",3.238095238,3.446581813,0.339622642,"Head",3.238095238,4.479713426,0.190452756,"Head","random","Word1",37786,"C","FA1","Amodal"
"1711",1711,"chicken","VI_002_336","VI",2.947368421,4,2.684210526,0.578947368,3,3.947368421,0.761904762,2.142857143,2.666666667,3.238095238,1.142857143,1.71508614,1.598610508,1.529438226,1.304513084,1.855921454,1.311220136,1.179184545,1.740279124,1.798147195,1.89485519,1.590148241,4,5.82498401,0.199386503,"Gustatory",3.238095238,4.014321212,0.248803828,"Mouth",4,6.401547033,0.126190256,"Gustatory","high-volubility","Word4",38169,"A","FA1","Multimodal"
"1712",1712,"one","VI_008_707","VI",2.117647059,0.411764706,0.647058824,0.588235294,0.470588235,3,0.15,1.15,2.15,1.15,0.35,2.260595965,1.227743027,1.366618842,1.371988681,1.374665735,2.236067977,0.366347549,1.460893742,2.158825217,1.531253357,0.988086934,3,3.336566734,0.357723577,"Visual",2.15,2.352923779,0.404040404,"Head",3,3.688233785,0.233888487,"Visual","high-volubility","Word4",36297,"A","FA1","Amodal"
"1713",1713,"new","VI_008_707","VI",2.375,2.0625,2.6875,2.0625,2.75,3.9375,1.19047619,1.952380952,3,1.333333333,1,2.276693509,2.46221445,2.386594505,2.294013949,2.352303835,1.768945072,1.631534481,1.774153051,1.732050808,1.653279569,1.549193338,3.9375,5.09419103,0.118110236,"Visual",3,3.405631442,0.235955056,"Head",3.9375,5.558039527,0.120630653,"Visual","high-volubility","Word3",36718,"A","FA1","Multimodal"
"1714",1714,"you","VI_005_263","VI",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","high-volubility","Word2",28417,"A","FA1","Multimodal"
"1715",1715,"the","VI_005_411","VI",1.055555556,0.111111111,0,0.166666667,0.166666667,0.944444444,0.1,0.1,1,0.85,0.1,1.625973816,0.471404521,0,0.707106781,0.707106781,1.589384721,0.447213595,0.447213595,1.685854461,1.755442664,0.447213595,1.055555556,1.266012567,0.431818182,"Auditory",1,1.173765113,0.418604651,"Head",1.055555556,1.539157705,0.22974607,"Auditory",NA,"Word2",30084,"C","FA1","Amodal"
"1716",1716,"no","TD_464_188","TD",4.222222222,0,0.166666667,1.444444444,0,1.944444444,0.35,1.35,3.6,4.05,0.35,1.352799083,0,0.514495755,1.916560099,0,1.830211245,0.74515982,1.386969434,1.602629418,1.431782106,0.74515982,4.222222222,4.407841743,0.542857143,"Auditory",4.05,4.871839723,0.381443299,"Mouth",4.222222222,5.860412077,0.241576605,"Auditory","random","Word2",13383,"A","FA1","Auditory"
"1717",1717,"and","TD_463_254","TD",1.842105263,0.157894737,0.421052632,0.473684211,0.210526316,1.315789474,0.315789474,0.631578947,0.947368421,1.368421053,0.368421053,2.115108558,0.688247202,1.304513084,0.964274111,0.713282504,1.857496271,1.157230006,1.570934835,1.71508614,1.94965884,1.211542924,1.842105263,2.058531763,0.380952381,"Auditory",1.368421053,1.553087555,0.289855072,"Mouth",1.842105263,2.318893547,0.209150327,"Auditory","high-volubility","Word7",880,"A","FA1","Amodal"
"1718",1718,"and","VI_047_440","VI",1.842105263,0.157894737,0.421052632,0.473684211,0.210526316,1.315789474,0.315789474,0.631578947,0.947368421,1.368421053,0.368421053,2.115108558,0.688247202,1.304513084,0.964274111,0.713282504,1.857496271,1.157230006,1.570934835,1.71508614,1.94965884,1.211542924,1.842105263,2.058531763,0.380952381,"Auditory",1.368421053,1.553087555,0.289855072,"Mouth",1.842105263,2.318893547,0.209150327,"Auditory","random","Word1",43616,"A","FA1","Amodal"
"1719",1719,"and","VI_012_562","VI",1.842105263,0.157894737,0.421052632,0.473684211,0.210526316,1.315789474,0.315789474,0.631578947,0.947368421,1.368421053,0.368421053,2.115108558,0.688247202,1.304513084,0.964274111,0.713282504,1.857496271,1.157230006,1.570934835,1.71508614,1.94965884,1.211542924,1.842105263,2.058531763,0.380952381,"Auditory",1.368421053,1.553087555,0.289855072,"Mouth",1.842105263,2.318893547,0.209150327,"Auditory","high-volubility","Word1",23833,"C","FA1","Amodal"
"1720",1720,"go","TD_463_254","TD",1.736842105,0.473684211,0.736842105,1.894736842,0.578947368,2.421052632,3.6,1.95,2.6,1.75,1.75,1.939132259,1.306752593,1.446916463,2.078854835,1.346426937,2.090076805,1.846761034,1.820208201,1.875043859,1.996707817,1.888329811,2.421052632,2.997514045,0.248322148,"Visual",3.6,4.35092903,0.158798283,"Foot_leg",3.6,4.781213604,0.160388821,"Foot_leg","high-volubility","Word4",1133,"A","FA3","Amodal"
"1721",1721,"walk","VI_003_405","VI",0.764705882,0,1.588235294,2.529411765,0.176470588,3.117647059,4.947368421,1.368421053,1.105263158,0.526315789,1.263157895,1.437420075,0,2.001837391,1.806849712,0.727606875,1.96476312,0.229415734,1.460993814,1.242521488,1.020262551,1.367971136,3.117647059,3.707087382,0.381294964,"Visual",4.947368421,5.02874054,0.48,"Foot_leg",4.947368421,5.626412129,0.28454416,"Foot_leg","high-volubility","Word3",32860,"O","FC1","Amodal"
"1722",1722,"warn","VI_037_868","VI",3.666666667,0.027777778,0.388888889,1.305555556,0.222222222,2.888888889,0.894736842,1.684210526,2.631578947,4.105263158,1.052631579,1.83614503,0.166666667,1.021980648,1.635664032,0.59093684,1.801234145,1.629408101,1.887168119,2.165654284,1.448935887,1.747178176,3.666666667,4.230263863,0.428104575,"Auditory",4.105263158,4.547980452,0.30964467,"Mouth",4.105263158,5.537182045,0.216101038,"Mouth","high-volubility","Word2",39315,"C","FA1","Multimodal"
"1723",1723,"is","VI_005_411","VI",1.526315789,0.631578947,0.578947368,1.263157895,0.684210526,1.684210526,1.105263158,1.157894737,2.105263158,1.578947368,1.315789474,2.091475318,1.605910137,1.57465303,2.104020101,1.66842013,2.161600014,1.822535988,1.772103518,2.208436773,2.008752777,2.029029094,1.684210526,2.231695812,0.173553719,"Visual",2.105263158,2.642300122,0.137681159,"Head",2.105263158,3.092063091,0.111969112,"Head","random","Word2",29877,"C","FA1","Amodal"
"1724",1724,"can","TD_448_304","TD",1.952380952,0.380952381,2.714285714,0.952380952,0.142857143,3.666666667,1.157894737,2.473684211,2.105263158,1.947368421,0.947368421,1.687488977,1.07126983,1.95301964,1.82964998,0.358568583,1.932183566,1.537066394,1.645479365,1.822535988,1.957143162,1.508261848,3.666666667,4.266395509,0.359223301,"Visual",2.473684211,3.247695067,0.176829268,"Hand_arm",3.666666667,4.819030751,0.191084534,"Visual","random","Word2",15912,"A","FA3","Multimodal"
"1725",1725,"and","VI_005_411","VI",1.842105263,0.157894737,0.421052632,0.473684211,0.210526316,1.315789474,0.315789474,0.631578947,0.947368421,1.368421053,0.368421053,2.115108558,0.688247202,1.304513084,0.964274111,0.713282504,1.857496271,1.157230006,1.570934835,1.71508614,1.94965884,1.211542924,1.842105263,2.058531763,0.380952381,"Auditory",1.368421053,1.553087555,0.289855072,"Mouth",1.842105263,2.318893547,0.209150327,"Auditory","high-volubility","Word8",29064,"C","FA1","Amodal"
"1726",1726,"freaking","TD_445_217","TD",2.764705882,0,0.470588235,2.411764706,0.176470588,3,0.684210526,0.842105263,2.947368421,1.789473684,0.631578947,2.107409896,0,1.007326105,2.063335392,0.727606875,2,1.565340984,1.607729866,1.89952287,2.123386901,1.570934835,3,3.963635051,0.34,"Visual",2.947368421,3.191364286,0.335877863,"Head",3,4.559277122,0.190860745,"Visual","random","Word5",1924,"A","FA2","Amodal"
"1727",1727,"best","TD_443_341","TD",1.5,0.85,0.95,2.2,0.8,2.15,1.25,1.5,3.1,1.7,1.3,1.701392618,1.631111988,1.431782106,1.852452144,1.472555959,1.899445903,1.712953743,1.791794161,1.860956178,1.949358869,1.719853115,2.2,2.9604009,0.165680473,"Interoceptive",3.1,3.482336174,0.209039548,"Head",3.1,4.085133548,0.132947977,"Head","random","Word6",4930,"A","FA1","Amodal"
"1728",1728,"then","TD_463_254","TD",0.611111111,0.222222222,0.277777778,1.055555556,0.277777778,0.666666667,0.772727273,0.590909091,1.727272727,1.045454545,0.590909091,1.092158623,0.732084498,0.826442095,1.433720878,0.826442095,1.188177052,1.269863817,0.908116361,1.750695595,1.326552019,1.05375026,1.055555556,1.206093579,0.267857143,"Interoceptive",1.727272727,1.928291774,0.240384615,"Head",1.727272727,2.074246546,0.192010309,"Head","random","Word2",1113,"A","FA1","Amodal"
"1729",1729,"is","VI_003_405","VI",1.526315789,0.631578947,0.578947368,1.263157895,0.684210526,1.684210526,1.105263158,1.157894737,2.105263158,1.578947368,1.315789474,2.091475318,1.605910137,1.57465303,2.104020101,1.66842013,2.161600014,1.822535988,1.772103518,2.208436773,2.008752777,2.029029094,1.684210526,2.231695812,0.173553719,"Visual",2.105263158,2.642300122,0.137681159,"Head",2.105263158,3.092063091,0.111969112,"Head","random","Word2",33818,"C","FA1","Amodal"
"1730",1730,"yeah","VI_015_195","VI",3.266666667,0.266666667,0.6,1.333333333,0.333333333,1.6,0.470588235,1.705882353,2.117647059,3.058823529,0.176470588,1.830950833,0.798808637,1.242118007,1.67616342,0.816496581,1.992844342,1.124591429,1.686887144,2.027386031,1.951620744,0.52859414,3.266666667,3.464882382,0.405405405,"Auditory",3.058823529,3.508547932,0.3828125,"Mouth",3.266666667,4.393158059,0.206987129,"Auditory",NA,"Word1",45297,"A","FA3","Amodal"
"1731",1731,"like","VI_015_195","VI",1.666666667,1.285714286,1.476190476,3.142857143,1.476190476,1.857142857,1.105263158,1.684210526,3.789473684,2.894736842,1.473684211,1.906130461,1.901127485,1.88730092,1.956673562,1.9136104,2.007130147,1.997073883,2.001461454,1.750522061,2.078854835,2.143942916,3.142857143,3.699625483,0.170305677,"Interoceptive",3.789473684,4.447989658,0.245192308,"Head",3.789473684,5.175617727,0.122835188,"Head",NA,"Word6",45269,"A","FA1","Amodal"
"1732",1732,"it","TD_436_678","TD",2.375,1.75,1.6875,1.625,1.9375,2.9375,0.473684211,1.947368421,2.315789474,1.052631579,0.684210526,2.093641166,2.081665999,1.990602924,2.028957039,2.14378948,1.87860764,1.020262551,1.928548222,2.109571615,1.508261848,1.108183277,2.9375,3.925125973,0.106598985,"Visual",2.315789474,2.776207518,0.284552846,"Head",2.9375,4.342185164,0.131150411,"Visual","high-volubility","Word6",6697,"C","MA1","Amodal"
"1733",1733,"oh","TD_443_341","TD",2.555555556,0.166666667,0,0.944444444,0.166666667,0.555555556,0.052631579,0.526315789,1.578947368,2.894736842,0.263157895,2.254987211,0.707106781,0,1.589384721,0.514495755,1.293523334,0.229415734,1.348596845,1.952656011,2.35454022,0.653376296,2.555555556,2.606744542,0.582278481,"Auditory",2.894736842,3.049441773,0.534653465,"Mouth",2.894736842,3.584869199,0.298282615,"Mouth","high-volubility","Word4",4539,"C","FC1","Amodal"
"1734",1734,"other","TD_445_217","TD",1.476190476,0.714285714,1.19047619,0.857142857,0.571428571,2.571428571,0.6,0.85,1.2,0.6,0.3,1.503963019,1.488047618,1.631534481,1.824437291,1.247855303,1.748468718,1.353358396,1.663066287,1.989445837,1.187655807,0.801314709,2.571428571,2.847476149,0.270967742,"Visual",1.2,1.409648488,0.253521127,"Head",2.571428571,2.958266749,0.207797865,"Visual","random","Word6",1573,"C","MA1","Amodal"
"1735",1735,"do","TD_477_217","TD",1.217391304,0.956521739,1.347826087,2.47826087,0.826086957,1.695652174,3.736842105,3.947368421,3.578947368,2.947368421,3.368421053,1.756973683,1.795911034,2.058434879,1.780438282,1.749082199,1.769303474,1.75885396,1.649029486,1.67715995,2.040525102,1.891810606,2.47826087,2.954420301,0.193877551,"Interoceptive",3.947368421,6.067324764,0.056886228,"Hand_arm",3.947368421,6.292381131,0.119586183,"Hand_arm","random","Word4",11696,"C","UC2","Amodal"
"1736",1736,"that","VI_008_707","VI",1.315789474,0.789473684,1.210526316,0.947368421,0.842105263,2.052631579,0.45,0.55,1.5,0.75,0.3,1.765491168,1.474936811,1.685854461,1.682382048,1.462993806,2.013114895,1.099042646,1.099042646,2.115108558,1.332784975,0.732695097,2.052631579,2.446308109,0.176470588,"Visual",1.5,1.598093432,0.338028169,"Head",2.052631579,2.655281665,0.163676579,"Visual","random","Word6",35804,"C","FA2","Amodal"
"1737",1737,"you","TD_477_217","TD",2.5,0.555555556,3,3.722222222,1.388888889,3.555555556,3.263157895,3.526315789,4.421052632,3.842105263,3.526315789,2.007339474,1.247219129,1.814970426,1.447332457,1.883016631,1.68809751,2.207112373,2.091475318,1.304513084,1.863782233,2.245202813,3.722222222,5.217055148,0.21509434,"Interoceptive",4.421052632,6.427795996,0.062322946,"Head",4.421052632,7.414255961,0.116076916,"Head","random","Word2",11699,"C","UC2","Multimodal"
"1738",1738,"a","VI_033_820","VI",2.214285714,0,0.428571429,0,0,2.428571429,0,0.357142857,1.071428571,0.357142857,0,2.259290952,0,0.937614462,0,0,2.408775166,0,1.33630621,2.129076568,1.33630621,0,2.428571429,2.934084965,0.478873239,"Visual",1.071428571,1.097256009,0.6,"Head",2.428571429,2.984369628,0.354166667,"Visual","high-volubility","Word5",31898,"C","FA1","Amodal"
"1739",1739,"from","TD_473_844","TD",1.909090909,0.272727273,0.409090909,0.727272727,0.409090909,2.272727273,1.095238095,1.333333333,2.285714286,1.19047619,0.761904762,2.068104513,1.077113346,1.181568405,1.579084068,1.181568405,2.207817672,1.813966976,1.983263304,2.348251629,1.66189794,1.546116487,2.272727273,2.67954854,0.333333333,"Visual",2.285714286,2.608812209,0.228571429,"Head",2.285714286,3.33205445,0.158920027,"Head","high-volubility","Word2",19876,"A","MA1","Amodal"
